1 27 29 30 -> ~55 fr=80 (0.5714), cf=0.952, gamma=1.201, delta=0.096, M=-1.814e+001
23 34 52 -> 56 fr=39 (0.2786), cf=0.951, gamma=1.200, delta=0.046, M=-6.496e+000
17 23 34 -> ~55 fr=54 (0.3857), cf=0.915, gamma=1.154, delta=0.052, M=-6.400e+000
17 23 34 -> 56 fr=54 (0.3857), cf=0.915, gamma=1.154, delta=0.052, M=-6.400e+000
1 23 34 -> ~55 fr=53 (0.3786), cf=0.914, gamma=1.153, delta=0.050, M=-6.134e+000
1 23 34 -> 56 fr=53 (0.3786), cf=0.914, gamma=1.153, delta=0.050, M=-6.134e+000
23 34 39 -> ~55 fr=57 (0.4071), cf=0.905, gamma=1.141, delta=0.050, M=-6.011e+000
23 34 39 -> 56 fr=57 (0.4071), cf=0.905, gamma=1.141, delta=0.050, M=-6.011e+000
21 23 -> ~55 fr=61 (0.4357), cf=0.897, gamma=1.131, delta=0.051, M=-5.946e+000
23 34 -> ~55 fr=61 (0.4357), cf=0.897, gamma=1.131, delta=0.051, M=-5.946e+000
21 23 -> 56 fr=61 (0.4357), cf=0.897, gamma=1.131, delta=0.051, M=-5.946e+000
23 34 -> 56 fr=61 (0.4357), cf=0.897, gamma=1.131, delta=0.051, M=-5.946e+000
1 23 -> ~55 fr=81 (0.5786), cf=0.862, gamma=1.087, delta=0.046, M=-5.360e+000
1 23 -> 56 fr=81 (0.5786), cf=0.862, gamma=1.087, delta=0.046, M=-5.360e+000
17 21 -> ~55 fr=58 (0.4143), cf=0.892, gamma=1.125, delta=0.046, M=-5.186e+000
17 21 -> 56 fr=58 (0.4143), cf=0.892, gamma=1.125, delta=0.046, M=-5.186e+000
17 23 39 -> ~55 fr=65 (0.4643), cf=0.878, gamma=1.108, delta=0.045, M=-4.930e+000
17 23 39 -> 56 fr=65 (0.4643), cf=0.878, gamma=1.108, delta=0.045, M=-4.930e+000
1 34 -> ~55 fr=61 (0.4357), cf=0.884, gamma=1.115, delta=0.045, M=-4.920e+000
1 34 -> 56 fr=61 (0.4357), cf=0.884, gamma=1.115, delta=0.045, M=-4.920e+000
9 17 23 -> ~55 fr=43 (0.3071), cf=0.915, gamma=1.154, delta=0.041, M=-4.834e+000
9 17 23 -> 56 fr=43 (0.3071), cf=0.915, gamma=1.154, delta=0.041, M=-4.834e+000
23 39 -> ~55 fr=79 (0.5643), cf=0.859, gamma=1.083, delta=0.043, M=-4.806e+000
23 39 -> 56 fr=79 (0.5643), cf=0.859, gamma=1.083, delta=0.043, M=-4.806e+000
10 34 -> ~55 fr=19 (0.1357), cf=1.000, gamma=1.261, delta=0.028, M=-4.765e+000
10 34 -> 56 fr=19 (0.1357), cf=1.000, gamma=1.261, delta=0.028, M=-4.765e+000
34 39 -> ~55 fr=64 (0.4571), cf=0.877, gamma=1.106, delta=0.044, M=-4.692e+000
34 39 -> 56 fr=64 (0.4571), cf=0.877, gamma=1.106, delta=0.044, M=-4.692e+000
17 19 23 -> ~55 fr=64 (0.4571), cf=0.877, gamma=1.106, delta=0.044, M=-4.692e+000
17 19 23 -> 56 fr=64 (0.4571), cf=0.877, gamma=1.106, delta=0.044, M=-4.692e+000
17 23 -> ~55 fr=75 (0.5357), cf=0.862, gamma=1.087, delta=0.043, M=-4.664e+000
17 23 -> 56 fr=75 (0.5357), cf=0.862, gamma=1.087, delta=0.043, M=-4.664e+000
6 8 -> 55 fr=18 (0.1286), cf=0.305, gamma=1.473, delta=0.041, M=-4.327e+000
6 8 -> ~56 fr=18 (0.1286), cf=0.305, gamma=1.473, delta=0.041, M=-4.327e+000
18 39 -> ~55 fr=17 (0.1214), cf=1.000, gamma=1.261, delta=0.025, M=-4.225e+000
18 39 -> 56 fr=17 (0.1214), cf=1.000, gamma=1.261, delta=0.025, M=-4.225e+000
8 11 -> 55 fr=17 (0.1214), cf=0.309, gamma=1.492, delta=0.040, M=-4.182e+000
8 11 -> ~56 fr=17 (0.1214), cf=0.309, gamma=1.492, delta=0.040, M=-4.182e+000
17 34 -> ~55 fr=61 (0.4357), cf=0.871, gamma=1.099, delta=0.039, M=-4.022e+000
17 34 -> 56 fr=61 (0.4357), cf=0.871, gamma=1.099, delta=0.039, M=-4.022e+000
21 34 52 -> ~55 fr=29 (0.2071), cf=0.935, gamma=1.180, delta=0.032, M=-4.005e+000
21 34 52 -> 56 fr=29 (0.2071), cf=0.935, gamma=1.180, delta=0.032, M=-4.005e+000
21 34 -> ~55 fr=48 (0.3429), cf=0.889, gamma=1.121, delta=0.037, M=-3.910e+000
21 34 -> 56 fr=48 (0.3429), cf=0.889, gamma=1.121, delta=0.037, M=-3.910e+000
