25 27 47 -> ~55 fr=69 (0.4964), cf=0.972, gamma=1.228, delta=0.092, M=-1.747e+001
23 39 -> 56 fr=81 (0.5827), cf=0.862, gamma=1.089, delta=0.048, M=-5.566e+000
23 34 -> ~55 fr=59 (0.4245), cf=0.894, gamma=1.130, delta=0.049, M=-5.559e+000
23 34 -> 56 fr=59 (0.4245), cf=0.894, gamma=1.130, delta=0.049, M=-5.559e+000
23 52 -> ~55 fr=49 (0.3525), cf=0.907, gamma=1.147, delta=0.045, M=-5.231e+000
23 52 -> 56 fr=49 (0.3525), cf=0.907, gamma=1.147, delta=0.045, M=-5.231e+000
1 52 -> ~55 fr=53 (0.3813), cf=0.898, gamma=1.135, delta=0.045, M=-5.122e+000
1 52 -> 56 fr=53 (0.3813), cf=0.898, gamma=1.135, delta=0.045, M=-5.122e+000
17 21 23 -> ~55 fr=48 (0.3453), cf=0.906, gamma=1.144, delta=0.044, M=-4.991e+000
17 21 23 -> 56 fr=48 (0.3453), cf=0.906, gamma=1.144, delta=0.044, M=-4.991e+000
17 23 -> ~55 fr=75 (0.5396), cf=0.862, gamma=1.089, delta=0.044, M=-4.830e+000
17 23 -> 56 fr=75 (0.5396), cf=0.862, gamma=1.089, delta=0.044, M=-4.830e+000
1 34 -> ~55 fr=60 (0.4317), cf=0.882, gamma=1.115, delta=0.045, M=-4.805e+000
1 34 -> 56 fr=60 (0.4317), cf=0.882, gamma=1.115, delta=0.045, M=-4.805e+000
6 8 11 -> 55 fr=16 (0.1151), cf=0.333, gamma=1.598, delta=0.043, M=-4.721e+000
6 8 11 -> ~56 fr=16 (0.1151), cf=0.333, gamma=1.598, delta=0.043, M=-4.721e+000
39 52 -> ~55 fr=51 (0.3669), cf=0.895, gamma=1.131, delta=0.042, M=-4.653e+000
39 52 -> 56 fr=51 (0.3669), cf=0.895, gamma=1.131, delta=0.042, M=-4.653e+000
34 39 -> ~55 fr=63 (0.4532), cf=0.875, gamma=1.106, delta=0.043, M=-4.585e+000
34 39 -> 56 fr=63 (0.4532), cf=0.875, gamma=1.106, delta=0.043, M=-4.585e+000
52 -> ~55 fr=59 (0.4245), cf=0.881, gamma=1.113, delta=0.043, M=-4.572e+000
52 -> 56 fr=59 (0.4245), cf=0.881, gamma=1.113, delta=0.043, M=-4.572e+000
18 39 -> ~55 fr=18 (0.1295), cf=1.000, gamma=1.264, delta=0.027, M=-4.533e+000
18 39 -> 56 fr=18 (0.1295), cf=1.000, gamma=1.264, delta=0.027, M=-4.533e+000
6 11 -> 55 fr=27 (0.1942), cf=0.255, gamma=1.221, delta=0.035, M=-4.528e+000
6 11 -> ~56 fr=27 (0.1942), cf=0.255, gamma=1.221, delta=0.035, M=-4.528e+000
6 8 -> 55 fr=18 (0.1295), cf=0.310, gamma=1.488, delta=0.042, M=-4.469e+000
6 8 -> ~56 fr=18 (0.1295), cf=0.310, gamma=1.488, delta=0.042, M=-4.469e+000
23 -> ~55 fr=91 (0.6547), cf=0.835, gamma=1.055, delta=0.034, M=-3.978e+000
23 -> 56 fr=91 (0.6547), cf=0.835, gamma=1.055, delta=0.034, M=-3.978e+000
9 17 -> ~55 fr=52 (0.3741), cf=0.881, gamma=1.114, delta=0.038, M=-3.939e+000
9 17 -> 56 fr=52 (0.3741), cf=0.881, gamma=1.114, delta=0.038, M=-3.939e+000
34 -> ~55 fr=67 (0.4820), cf=0.859, gamma=1.085, delta=0.038, M=-3.792e+000
34 -> 56 fr=67 (0.4820), cf=0.859, gamma=1.085, delta=0.038, M=-3.792e+000
