2 16 -> ~157 fr=192 (0.6095), cf=0.865, gamma=1.355, delta=0.160, M=-9.013e+001
7 20 38 48 -> 156 fr=77 (0.2444), cf=0.962, gamma=1.508, delta=0.082, M=-3.217e+001
7 20 48 57 67 -> ~157 fr=77 (0.2444), cf=0.962, gamma=1.508, delta=0.082, M=-3.217e+001
7 20 48 57 67 -> 156 fr=77 (0.2444), cf=0.962, gamma=1.508, delta=0.082, M=-3.217e+001
7 20 48 67 -> ~157 fr=84 (0.2667), cf=0.944, gamma=1.479, delta=0.086, M=-3.193e+001
7 20 48 67 -> 156 fr=84 (0.2667), cf=0.944, gamma=1.479, delta=0.086, M=-3.193e+001
34 141 150 -> ~157 fr=144 (0.4571), cf=0.823, gamma=1.290, delta=0.103, M=-3.183e+001
34 141 150 -> 156 fr=144 (0.4571), cf=0.823, gamma=1.290, delta=0.103, M=-3.183e+001
34 102 -> ~157 fr=147 (0.4667), cf=0.817, gamma=1.280, delta=0.102, M=-3.157e+001
34 102 -> 156 fr=147 (0.4667), cf=0.817, gamma=1.280, delta=0.102, M=-3.157e+001
34 72 150 -> ~157 fr=109 (0.3460), cf=0.886, gamma=1.389, delta=0.097, M=-3.151e+001
34 72 150 -> 156 fr=109 (0.3460), cf=0.886, gamma=1.389, delta=0.097, M=-3.151e+001
34 141 -> ~157 fr=145 (0.4603), cf=0.819, gamma=1.284, delta=0.102, M=-3.134e+001
34 141 -> 156 fr=145 (0.4603), cf=0.819, gamma=1.284, delta=0.102, M=-3.134e+001
34 72 -> ~157 fr=118 (0.3746), cf=0.868, gamma=1.360, delta=0.099, M=-3.133e+001
34 72 -> 156 fr=118 (0.3746), cf=0.868, gamma=1.360, delta=0.099, M=-3.133e+001
7 48 57 67 -> ~157 fr=83 (0.2635), cf=0.943, gamma=1.478, delta=0.085, M=-3.133e+001
7 48 57 67 -> 156 fr=83 (0.2635), cf=0.943, gamma=1.478, delta=0.085, M=-3.133e+001
123 -> 157 fr=33 (0.1048), cf=0.943, gamma=2.605, delta=0.065, M=-3.122e+001
