2 16 -> ~157 fr=192 (0.6095), cf=0.873, gamma=1.361, delta=0.162, M=-9.124e+001
7 20 -> ~157 fr=114 (0.3619), cf=0.891, gamma=1.389, delta=0.101, M=-3.397e+001
72 82 -> 156 fr=114 (0.3619), cf=0.891, gamma=1.389, delta=0.101, M=-3.397e+001
7 20 -> 156 fr=114 (0.3619), cf=0.891, gamma=1.389, delta=0.101, M=-3.397e+001
123 -> 157 fr=35 (0.1111), cf=0.946, gamma=2.637, delta=0.069, M=-3.395e+001
7 25 34 -> ~157 fr=131 (0.4159), cf=0.856, gamma=1.335, delta=0.104, M=-3.350e+001
7 25 34 -> 156 fr=131 (0.4159), cf=0.856, gamma=1.335, delta=0.104, M=-3.350e+001
141 -> ~157 fr=170 (0.5397), cf=0.787, gamma=1.227, delta=0.100, M=-3.342e+001
25 34 -> ~157 fr=145 (0.4603), cf=0.829, gamma=1.292, delta=0.104, M=-3.281e+001
25 34 -> 156 fr=145 (0.4603), cf=0.829, gamma=1.292, delta=0.104, M=-3.281e+001
72 150 -> ~157 fr=114 (0.3619), cf=0.884, gamma=1.378, delta=0.099, M=-3.244e+001
72 150 -> 156 fr=114 (0.3619), cf=0.884, gamma=1.378, delta=0.099, M=-3.244e+001
34 43 -> ~157 fr=133 (0.4222), cf=0.847, gamma=1.321, delta=0.103, M=-3.218e+001
34 43 -> 156 fr=133 (0.4222), cf=0.847, gamma=1.321, delta=0.103, M=-3.218e+001
25 82 -> ~157 fr=103 (0.3270), cf=0.904, gamma=1.409, delta=0.095, M=-3.191e+001
25 82 -> 156 fr=103 (0.3270), cf=0.904, gamma=1.409, delta=0.095, M=-3.191e+001
91 97 150 -> 157 fr=35 (0.1111), cf=0.921, gamma=2.568, delta=0.068, M=-3.173e+001
91 97 150 -> ~156 fr=35 (0.1111), cf=0.921, gamma=2.568, delta=0.068, M=-3.173e+001
7 38 48 57 -> ~157 fr=84 (0.2667), cf=0.944, gamma=1.472, delta=0.085, M=-3.143e+001
7 38 48 57 -> 156 fr=84 (0.2667), cf=0.944, gamma=1.472, delta=0.085, M=-3.143e+001
91 -> 157 fr=48 (0.1524), cf=0.787, gamma=2.194, delta=0.083, M=-3.133e+001
72 -> ~157 fr=123 (0.3905), cf=0.860, gamma=1.341, delta=0.099, M=-3.101e+001
72 -> 156 fr=123 (0.3905), cf=0.860, gamma=1.341, delta=0.099, M=-3.101e+001
7 -> ~157 fr=163 (0.5175), cf=0.791, gamma=1.234, delta=0.098, M=-3.098e+001
43 -> ~157 fr=134 (0.4254), cf=0.837, gamma=1.306, delta=0.100, M=-3.030e+001
43 -> 156 fr=134 (0.4254), cf=0.837, gamma=1.306, delta=0.100, M=-3.030e+001
29 34 -> ~157 fr=114 (0.3619), cf=0.870, gamma=1.357, delta=0.095, M=-2.957e+001
29 34 -> 156 fr=114 (0.3619), cf=0.870, gamma=1.357, delta=0.095, M=-2.957e+001
