2 16 -> ~157 fr=192 (0.6057), cf=0.865, gamma=1.351, delta=0.157, M=-8.662e+001
29 34 102 -> ~157 fr=88 (0.2776), cf=0.936, gamma=1.462, delta=0.088, M=-3.188e+001
29 34 102 -> 156 fr=88 (0.2776), cf=0.936, gamma=1.462, delta=0.088, M=-3.188e+001
34 102 -> ~157 fr=147 (0.4637), cf=0.821, gamma=1.282, delta=0.102, M=-3.184e+001
34 102 -> 156 fr=147 (0.4637), cf=0.821, gamma=1.282, delta=0.102, M=-3.184e+001
7 20 48 57 67 -> ~157 fr=76 (0.2397), cf=0.962, gamma=1.502, delta=0.080, M=-3.121e+001
7 20 48 57 67 -> 156 fr=76 (0.2397), cf=0.962, gamma=1.502, delta=0.080, M=-3.121e+001
7 29 34 -> ~157 fr=90 (0.2839), cf=0.928, gamma=1.449, delta=0.088, M=-3.115e+001
7 29 34 -> 156 fr=90 (0.2839), cf=0.928, gamma=1.449, delta=0.088, M=-3.115e+001
7 20 48 67 -> ~157 fr=83 (0.2618), cf=0.943, gamma=1.473, delta=0.084, M=-3.093e+001
7 20 48 67 -> 156 fr=83 (0.2618), cf=0.943, gamma=1.473, delta=0.084, M=-3.093e+001
7 20 29 -> ~157 fr=95 (0.2997), cf=0.913, gamma=1.426, delta=0.090, M=-3.055e+001
7 20 29 -> 156 fr=95 (0.2997), cf=0.913, gamma=1.426, delta=0.090, M=-3.055e+001
7 20 -> ~157 fr=113 (0.3565), cf=0.876, gamma=1.368, delta=0.096, M=-3.045e+001
7 20 -> 156 fr=113 (0.3565), cf=0.876, gamma=1.368, delta=0.096, M=-3.045e+001
7 29 -> ~157 fr=108 (0.3407), cf=0.885, gamma=1.382, delta=0.094, M=-3.035e+001
7 29 -> 156 fr=108 (0.3407), cf=0.885, gamma=1.382, delta=0.094, M=-3.035e+001
7 25 -> ~157 fr=132 (0.4164), cf=0.841, gamma=1.313, delta=0.099, M=-3.033e+001
7 25 -> 156 fr=132 (0.4164), cf=0.841, gamma=1.313, delta=0.099, M=-3.033e+001
