9 23 36 65 -> 103 fr=79 (0.1280), cf=0.975, gamma=7.617, delta=0.111, M=-2.250e+002
42 50 57 59 83 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 59 83 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 67 83 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 67 83 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 42 52 59 67 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 42 52 59 67 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 42 52 59 69 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 42 52 59 69 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 57 67 79 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 42 52 57 67 69 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 55 57 83 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 55 83 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
50 52 55 57 83 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 55 57 79 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 55 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
50 52 55 57 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 55 57 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
50 52 63 67 74 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
50 52 63 67 74 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
50 52 63 69 74 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
50 52 63 69 74 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 41 46 50 57 69 83 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 57 59 67 79 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 52 57 59 67 79 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 57 59 69 79 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 52 57 59 69 79 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 57 59 67 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 59 67 74 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 57 59 69 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 59 69 74 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 52 57 59 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 52 59 74 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 67 69 79 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 52 67 69 79 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 57 67 74 79 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 52 57 67 74 79 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 67 69 74 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 52 67 69 74 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 52 59 67 74 79 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 52 59 69 74 79 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 50 57 59 67 74 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 50 57 59 69 74 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 50 52 57 59 74 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 57 67 69 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 57 67 69 74 79 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 67 69 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 50 52 57 67 69 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 50 52 57 67 69 74 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 57 59 83 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 57 59 83 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 59 83 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 52 59 74 83 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 52 67 74 83 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 67 74 83 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 57 59 74 79 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 59 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 57 67 69 79 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 67 69 74 79 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 57 67 79 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 57 67 79 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 67 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 52 59 74 79 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 52 59 74 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 52 67 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 67 74 79 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 55 57 83 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 55 57 83 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 55 57 79 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 55 57 79 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 52 57 67 69 79 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 52 67 69 74 79 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 42 50 57 67 69 74 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
41 52 57 67 69 74 79 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 52 57 59 74 83 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 50 52 57 59 74 83 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 59 74 83 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 59 74 83 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 67 69 74 83 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 67 74 83 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 57 59 74 79 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 57 59 74 79 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 59 74 79 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 42 50 57 59 67 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 42 50 57 59 69 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
42 50 52 67 74 79 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 52 57 59 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 50 52 57 59 74 79 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 59 74 79 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 59 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 67 69 74 79 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 67 74 79 89 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 52 57 59 67 74 83 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 59 67 74 83 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 59 67 74 83 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 52 57 59 69 74 83 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 59 69 74 83 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 59 69 74 83 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 59 74 83 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 52 57 67 69 74 83 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 67 69 74 83 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 52 57 59 67 74 79 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 59 67 74 79 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 59 67 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 52 57 59 69 74 79 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 59 69 74 79 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 59 69 74 79 89 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 59 74 79 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 50 52 57 59 67 74 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 50 52 57 59 69 74 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 52 57 67 69 74 79 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 52 57 67 69 74 79 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 59 67 74 83 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 59 67 74 83 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 59 69 74 83 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 59 69 74 83 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 57 67 74 83 89 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 57 67 74 83 89 95 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 67 69 74 83 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 67 69 74 83 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 59 67 74 79 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 59 67 74 79 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 59 69 74 79 89 93 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 59 69 74 79 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 57 67 74 79 89 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
35 38 50 57 67 74 79 89 95 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
38 50 52 57 67 74 79 89 93 97 -> 113 fr=82 (0.1329), cf=0.451, gamma=3.390, delta=0.094, M=-1.163e+002
14 27 46 50 83 87 -> 107 fr=65 (0.1053), cf=0.739, gamma=5.491, delta=0.086, M=-1.162e+002
14 27 46 50 83 89 91 -> 107 fr=65 (0.1053), cf=0.739, gamma=5.491, delta=0.086, M=-1.162e+002
14 27 46 50 52 83 91 -> 107 fr=65 (0.1053), cf=0.739, gamma=5.491, delta=0.086, M=-1.162e+002
14 27 46 50 57 79 87 -> 107 fr=65 (0.1053), cf=0.739, gamma=5.491, delta=0.086, M=-1.162e+002
14 27 46 50 74 79 87 -> 107 fr=65 (0.1053), cf=0.739, gamma=5.491, delta=0.086, M=-1.162e+002
14 27 46 50 57 79 89 91 -> 107 fr=65 (0.1053), cf=0.739, gamma=5.491, delta=0.086, M=-1.162e+002
14 27 46 50 52 57 79 91 -> 107 fr=65 (0.1053), cf=0.739, gamma=5.491, delta=0.086, M=-1.162e+002
14 27 46 50 74 79 89 91 -> 107 fr=65 (0.1053), cf=0.739, gamma=5.491, delta=0.086, M=-1.162e+002
14 27 46 50 52 74 79 91 -> 107 fr=65 (0.1053), cf=0.739, gamma=5.491, delta=0.086, M=-1.162e+002
41 55 83 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 55 79 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 55 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 52 63 67 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 52 63 69 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
46 50 67 69 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 55 63 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 52 55 57 83 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 52 55 83 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 55 59 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 52 55 59 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 55 69 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 52 55 69 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 52 55 57 79 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 52 55 79 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 50 52 55 83 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 52 55 93 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 52 55 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 50 52 55 79 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 50 52 55 57 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 38 52 55 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 52 63 74 93 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 67 69 83 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 67 83 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 41 42 59 67 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 41 42 59 69 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 50 57 59 79 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 41 57 59 67 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 41 59 67 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 41 57 59 69 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 41 59 69 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 59 83 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 52 67 83 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 42 52 59 67 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 42 52 59 69 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 52 55 57 83 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 38 52 55 83 93 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 52 55 57 79 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 38 52 55 79 93 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 38 52 55 57 93 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 55 57 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 63 74 83 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 59 63 74 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 41 46 50 69 83 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 46 50 57 83 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 46 50 52 57 83 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 52 67 83 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 52 57 59 67 83 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 52 57 59 69 83 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 57 59 83 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 52 57 67 69 83 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 52 67 69 83 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 50 57 59 67 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 50 59 67 74 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 50 57 59 69 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 50 59 69 74 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 50 57 59 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 50 52 57 59 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 50 59 74 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 42 50 52 59 74 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 57 59 67 79 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 50 52 59 67 79 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 57 59 69 79 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 50 52 59 69 79 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 50 59 79 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 50 67 69 79 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 57 67 79 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 57 67 74 79 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 50 67 79 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
41 50 67 69 74 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 52 57 59 83 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 52 59 83 93 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 52 59 83 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 59 74 79 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 42 57 59 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 52 57 67 79 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
42 50 67 74 79 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 42 67 69 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 55 59 83 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 52 55 57 83 89 93 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 55 69 83 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 55 59 79 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 52 55 57 79 89 93 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 55 69 79 89 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
38 50 52 55 57 89 93 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
38 50 52 55 57 93 97 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 63 67 74 79 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 63 69 74 79 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
50 52 63 67 69 74 89 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
35 41 46 50 57 69 79 -> 113 fr=82 (0.1329), cf=0.448, gamma=3.372, delta=0.093, M=-1.157e+002
