11 30 33 41 45 -> 48 fr=86 (0.3162), cf=0.925, gamma=1.747, delta=0.135, M=-5.204e+001
11 16 25 -> ~50 fr=85 (0.3125), cf=0.955, gamma=1.082, delta=0.024, M=-5.162e+000
16 30 -> ~50 fr=184 (0.6765), cf=0.915, gamma=1.037, delta=0.024, M=-5.161e+000
38 -> ~52 fr=124 (0.4559), cf=0.992, gamma=1.038, delta=0.017, M=-5.112e+000
11 16 33 -> ~50 fr=177 (0.6507), cf=0.917, gamma=1.039, delta=0.025, M=-5.049e+000
31 45 -> ~49 fr=105 (0.3860), cf=0.882, gamma=1.086, delta=0.031, M=-5.033e+000
11 16 41 -> ~49 fr=105 (0.3860), cf=0.882, gamma=1.086, delta=0.031, M=-5.033e+000
11 33 45 -> ~49 fr=123 (0.4522), cf=0.872, gamma=1.074, delta=0.031, M=-5.013e+000
31 41 -> ~49 fr=100 (0.3676), cf=0.885, gamma=1.089, delta=0.030, M=-4.989e+000
21 23 33 -> ~51 fr=107 (0.3934), cf=0.939, gamma=1.068, delta=0.025, M=-4.936e+000
11 23 -> 48 fr=82 (0.3015), cf=0.607, gamma=1.147, delta=0.039, M=-4.916e+000
45 -> ~52 fr=146 (0.5368), cf=0.986, gamma=1.032, delta=0.017, M=-4.876e+000
16 33 41 -> ~49 fr=104 (0.3824), cf=0.881, gamma=1.085, delta=0.030, M=-4.873e+000
1 8 -> ~50 fr=36 (0.1324), cf=1.000, gamma=1.133, delta=0.016, M=-4.847e+000
21 30 33 -> ~50 fr=194 (0.7132), cf=0.911, gamma=1.032, delta=0.022, M=-4.842e+000
23 33 -> ~51 fr=122 (0.4485), cf=0.931, gamma=1.060, delta=0.025, M=-4.825e+000
11 31 -> ~49 fr=151 (0.5551), cf=0.858, gamma=1.056, delta=0.029, M=-4.815e+000
9 11 -> ~51 fr=70 (0.2574), cf=0.959, gamma=1.091, delta=0.022, M=-4.801e+000
1 -> ~50 fr=162 (0.5956), cf=0.920, gamma=1.043, delta=0.025, M=-4.799e+000
11 45 -> ~49 fr=126 (0.4632), cf=0.869, gamma=1.069, delta=0.030, M=-4.793e+000
16 41 -> ~49 fr=108 (0.3971), cf=0.878, gamma=1.081, delta=0.030, M=-4.771e+000
11 16 -> 48 fr=116 (0.4265), cf=0.574, gamma=1.085, delta=0.033, M=-4.749e+000
11 21 30 -> ~50 fr=199 (0.7316), cf=0.909, gamma=1.030, delta=0.021, M=-4.714e+000
16 33 -> ~50 fr=181 (0.6654), cf=0.914, gamma=1.036, delta=0.023, M=-4.708e+000
5 21 30 -> ~50 fr=71 (0.2610), cf=0.959, gamma=1.087, delta=0.021, M=-4.663e+000
11 23 30 -> ~51 fr=120 (0.4412), cf=0.930, gamma=1.059, delta=0.024, M=-4.585e+000
11 16 23 -> ~51 fr=104 (0.3824), cf=0.937, gamma=1.066, delta=0.024, M=-4.576e+000
8 16 -> ~51 fr=33 (0.1213), cf=1.000, gamma=1.138, delta=0.015, M=-4.561e+000
23 -> 48 fr=83 (0.3051), cf=0.601, gamma=1.136, delta=0.037, M=-4.527e+000
38 41 -> ~49 fr=72 (0.2647), cf=0.900, gamma=1.108, delta=0.026, M=-4.523e+000
33 45 -> ~49 fr=124 (0.4559), cf=0.867, gamma=1.067, delta=0.029, M=-4.478e+000
23 31 33 -> ~49 fr=82 (0.3015), cf=0.891, gamma=1.097, delta=0.027, M=-4.474e+000
45 -> ~49 fr=128 (0.4706), cf=0.865, gamma=1.064, delta=0.028, M=-4.430e+000
21 33 -> ~51 fr=198 (0.7279), cf=0.904, gamma=1.029, delta=0.020, M=-4.427e+000
5 11 21 -> ~50 fr=69 (0.2537), cf=0.958, gamma=1.086, delta=0.020, M=-4.423e+000
16 25 -> ~50 fr=88 (0.3235), cf=0.946, gamma=1.072, delta=0.022, M=-4.399e+000
5 33 -> ~51 fr=76 (0.2794), cf=0.950, gamma=1.081, delta=0.021, M=-4.359e+000
5 21 33 -> ~50 fr=68 (0.2500), cf=0.958, gamma=1.085, delta=0.020, M=-4.304e+000
31 41 -> ~52 fr=112 (0.4118), cf=0.991, gamma=1.037, delta=0.015, M=-4.303e+000
11 23 -> ~51 fr=125 (0.4596), cf=0.926, gamma=1.054, delta=0.023, M=-4.280e+000
11 16 -> ~50 fr=184 (0.6765), cf=0.911, gamma=1.032, delta=0.021, M=-4.244e+000
23 -> ~52 fr=136 (0.5000), cf=0.986, gamma=1.031, delta=0.015, M=-4.189e+000
16 31 -> ~49 fr=122 (0.4485), cf=0.865, gamma=1.065, delta=0.027, M=-4.177e+000
11 33 -> ~51 fr=222 (0.8162), cf=0.895, gamma=1.019, delta=0.015, M=-4.163e+000
16 21 23 -> ~51 fr=92 (0.3382), cf=0.939, gamma=1.068, delta=0.022, M=-4.158e+000
30 33 -> ~50 fr=222 (0.8162), cf=0.899, gamma=1.019, delta=0.015, M=-4.100e+000
16 -> ~50 fr=189 (0.6949), cf=0.909, gamma=1.030, delta=0.020, M=-4.079e+000
10 21 -> 49 fr=29 (0.1066), cf=0.250, gamma=1.333, delta=0.027, M=-4.054e+000
23 31 -> ~49 fr=84 (0.3088), cf=0.884, gamma=1.088, delta=0.025, M=-4.030e+000
21 23 30 -> ~51 fr=107 (0.3934), cf=0.930, gamma=1.059, delta=0.022, M=-3.999e+000
10 11 -> 49 fr=31 (0.1140), cf=0.244, gamma=1.302, delta=0.026, M=-3.983e+000
8 -> ~51 fr=42 (0.1544), cf=0.977, gamma=1.112, delta=0.016, M=-3.974e+000
5 23 -> ~51 fr=42 (0.1544), cf=0.977, gamma=1.112, delta=0.016, M=-3.974e+000
6 8 -> ~51 fr=29 (0.1066), cf=1.000, gamma=1.138, delta=0.013, M=-3.974e+000
5 9 -> ~51 fr=29 (0.1066), cf=1.000, gamma=1.138, delta=0.013, M=-3.974e+000
23 30 -> ~51 fr=122 (0.4485), cf=0.924, gamma=1.052, delta=0.022, M=-3.944e+000
31 -> ~49 fr=153 (0.5625), cf=0.850, gamma=1.046, delta=0.025, M=-3.845e+000
1 5 21 -> ~51 fr=41 (0.1507), cf=0.976, gamma=1.111, delta=0.015, M=-3.844e+000
11 33 41 -> ~49 fr=124 (0.4559), cf=0.861, gamma=1.060, delta=0.026, M=-3.840e+000
21 30 -> ~50 fr=205 (0.7537), cf=0.903, gamma=1.023, delta=0.017, M=-3.836e+000
41 -> ~52 fr=153 (0.5625), cf=0.981, gamma=1.026, delta=0.014, M=-3.824e+000
8 -> ~50 fr=42 (0.1544), cf=0.977, gamma=1.107, delta=0.015, M=-3.808e+000
5 21 -> ~51 fr=71 (0.2610), cf=0.947, gamma=1.077, delta=0.019, M=-3.786e+000
16 23 -> ~51 fr=105 (0.3860), cf=0.929, gamma=1.058, delta=0.021, M=-3.784e+000
1 9 33 -> ~49 fr=45 (0.1654), cf=0.918, gamma=1.130, delta=0.019, M=-3.767e+000
5 11 30 -> ~50 fr=73 (0.2684), cf=0.948, gamma=1.074, delta=0.019, M=-3.764e+000
11 30 -> ~50 fr=225 (0.8272), cf=0.896, gamma=1.016, delta=0.013, M=-3.705e+000
23 -> ~51 fr=127 (0.4669), cf=0.920, gamma=1.047, delta=0.021, M=-3.680e+000
9 -> ~51 fr=70 (0.2574), cf=0.946, gamma=1.077, delta=0.018, M=-3.675e+000
9 16 23 33 -> ~49 fr=32 (0.1176), cf=0.941, gamma=1.158, delta=0.016, M=-3.663e+000
11 41 -> ~49 fr=127 (0.4669), cf=0.858, gamma=1.056, delta=0.025, M=-3.659e+000
21 33 -> ~50 fr=198 (0.7279), cf=0.904, gamma=1.025, delta=0.018, M=-3.650e+000
33 39 -> 49 fr=29 (0.1066), cf=0.244, gamma=1.300, delta=0.025, M=-3.624e+000
21 30 -> ~51 fr=204 (0.7500), cf=0.899, gamma=1.023, delta=0.017, M=-3.611e+000
9 38 -> ~49 fr=38 (0.1397), cf=0.927, gamma=1.141, delta=0.017, M=-3.603e+000
11 30 -> ~51 fr=224 (0.8235), cf=0.892, gamma=1.016, delta=0.013, M=-3.556e+000
5 21 -> ~50 fr=71 (0.2610), cf=0.947, gamma=1.073, delta=0.018, M=-3.550e+000
11 21 -> ~50 fr=203 (0.7463), cf=0.902, gamma=1.023, delta=0.016, M=-3.527e+000
33 -> ~51 fr=228 (0.8382), cf=0.891, gamma=1.014, delta=0.011, M=-3.452e+000
9 16 33 -> ~49 fr=54 (0.1985), cf=0.900, gamma=1.108, delta=0.019, M=-3.420e+000
21 33 -> 49 fr=46 (0.1691), cf=0.210, gamma=1.120, delta=0.018, M=-3.345e+000
9 33 -> ~49 fr=64 (0.2353), cf=0.889, gamma=1.094, delta=0.020, M=-3.343e+000
41 -> ~49 fr=133 (0.4890), cf=0.853, gamma=1.049, delta=0.023, M=-3.326e+000
5 11 -> ~51 fr=74 (0.2721), cf=0.937, gamma=1.066, delta=0.017, M=-3.161e+000
8 11 38 -> ~49 fr=29 (0.1066), cf=0.935, gamma=1.151, delta=0.014, M=-3.139e+000
1 9 -> ~49 fr=46 (0.1691), cf=0.902, gamma=1.110, delta=0.017, M=-3.053e+000
5 11 -> ~50 fr=74 (0.2721), cf=0.937, gamma=1.062, delta=0.016, M=-2.938e+000
9 16 -> ~49 fr=55 (0.2022), cf=0.887, gamma=1.092, delta=0.017, M=-2.830e+000
25 30 33 -> 49 fr=28 (0.1029), cf=0.233, gamma=1.244, delta=0.020, M=-2.826e+000
9 -> ~49 fr=65 (0.2390), cf=0.878, gamma=1.081, delta=0.018, M=-2.814e+000
21 -> ~50 fr=209 (0.7684), cf=0.897, gamma=1.017, delta=0.013, M=-2.731e+000
1 16 -> ~52 fr=133 (0.4890), cf=0.978, gamma=1.023, delta=0.011, M=-2.681e+000
16 38 -> ~49 fr=83 (0.3051), cf=0.865, gamma=1.064, delta=0.018, M=-2.662e+000
11 25 -> ~50 fr=112 (0.4118), cf=0.918, gamma=1.040, delta=0.016, M=-2.643e+000
1 5 16 -> ~51 fr=31 (0.1140), cf=0.969, gamma=1.103, delta=0.011, M=-2.609e+000
30 -> ~50 fr=234 (0.8603), cf=0.890, gamma=1.008, delta=0.007, M=-2.576e+000
23 38 -> ~49 fr=63 (0.2316), cf=0.875, gamma=1.077, delta=0.017, M=-2.571e+000
11 38 -> ~49 fr=105 (0.3860), cf=0.854, gamma=1.051, delta=0.019, M=-2.570e+000
21 -> ~51 fr=208 (0.7647), cf=0.893, gamma=1.016, delta=0.012, M=-2.568e+000
30 -> ~51 fr=233 (0.8566), cf=0.886, gamma=1.008, delta=0.007, M=-2.499e+000
25 33 -> 49 fr=28 (0.1029), cf=0.228, gamma=1.214, delta=0.018, M=-2.486e+000
1 -> ~52 fr=171 (0.6287), cf=0.972, gamma=1.016, delta=0.010, M=-2.485e+000
33 -> ~50 fr=228 (0.8382), cf=0.891, gamma=1.009, delta=0.008, M=-2.267e+000
8 38 -> ~49 fr=29 (0.1066), cf=0.906, gamma=1.115, delta=0.011, M=-2.212e+000
38 -> ~49 fr=106 (0.3897), cf=0.848, gamma=1.044, delta=0.016, M=-2.212e+000
9 -> ~52 fr=73 (0.2684), cf=0.986, gamma=1.032, delta=0.008, M=-2.155e+000
8 -> ~52 fr=43 (0.1581), cf=1.000, gamma=1.046, delta=0.007, M=-2.112e+000
1 23 30 33 -> ~49 fr=73 (0.2684), cf=0.859, gamma=1.057, delta=0.014, M=-2.091e+000
11 23 30 -> ~49 fr=109 (0.4007), cf=0.845, gamma=1.040, delta=0.015, M=-2.076e+000
25 30 -> 49 fr=28 (0.1029), cf=0.220, gamma=1.176, delta=0.015, M=-2.075e+000
1 5 -> ~51 fr=45 (0.1654), cf=0.938, gamma=1.067, delta=0.010, M=-2.075e+000
5 -> ~51 fr=78 (0.2868), cf=0.918, gamma=1.044, delta=0.012, M=-2.051e+000
1 23 30 -> ~49 fr=77 (0.2831), cf=0.856, gamma=1.053, delta=0.014, M=-2.026e+000
25 -> ~50 fr=118 (0.4338), cf=0.908, gamma=1.029, delta=0.012, M=-1.923e+000
8 11 -> ~49 fr=37 (0.1360), cf=0.881, gamma=1.084, delta=0.011, M=-1.877e+000
16 31 -> ~52 fr=137 (0.5037), cf=0.972, gamma=1.016, delta=0.008, M=-1.866e+000
5 -> ~50 fr=78 (0.2868), cf=0.918, gamma=1.040, delta=0.011, M=-1.865e+000
11 -> ~50 fr=231 (0.8493), cf=0.888, gamma=1.007, delta=0.006, M=-1.860e+000
23 30 -> ~49 fr=111 (0.4081), cf=0.841, gamma=1.035, delta=0.014, M=-1.857e+000
