25 27 47 -> ~55 fr=72 (0.5180), cf=0.973, gamma=1.252, delta=0.104, M=-2.096e+001
34 52 -> ~55 fr=40 (0.2878), cf=0.909, gamma=1.170, delta=0.042, M=-4.889e+000
34 52 -> 56 fr=40 (0.2878), cf=0.909, gamma=1.170, delta=0.042, M=-4.889e+000
23 -> ~55 fr=88 (0.6331), cf=0.830, gamma=1.068, delta=0.041, M=-4.755e+000
23 -> 56 fr=88 (0.6331), cf=0.830, gamma=1.068, delta=0.041, M=-4.755e+000
34 39 -> ~55 fr=63 (0.4532), cf=0.863, gamma=1.111, delta=0.045, M=-4.717e+000
34 39 -> 56 fr=63 (0.4532), cf=0.863, gamma=1.111, delta=0.045, M=-4.717e+000
8 11 -> 55 fr=18 (0.1295), cf=0.340, gamma=1.523, delta=0.044, M=-4.694e+000
8 11 -> ~56 fr=18 (0.1295), cf=0.340, gamma=1.523, delta=0.044, M=-4.694e+000
1 34 -> ~55 fr=59 (0.4245), cf=0.868, gamma=1.117, delta=0.044, M=-4.616e+000
1 34 -> 56 fr=59 (0.4245), cf=0.868, gamma=1.117, delta=0.044, M=-4.616e+000
1 52 -> ~55 fr=51 (0.3669), cf=0.879, gamma=1.132, delta=0.043, M=-4.512e+000
1 52 -> 56 fr=51 (0.3669), cf=0.879, gamma=1.132, delta=0.043, M=-4.512e+000
9 34 -> ~55 fr=38 (0.2734), cf=0.905, gamma=1.164, delta=0.039, M=-4.404e+000
9 34 -> 56 fr=38 (0.2734), cf=0.905, gamma=1.164, delta=0.039, M=-4.404e+000
7 -> 56 fr=16 (0.1151), cf=1.000, gamma=1.287, delta=0.026, M=-4.309e+000
6 -> ~56 fr=31 (0.2230), cf=0.252, gamma=1.130, delta=0.026, M=-4.309e+000
18 39 -> ~55 fr=16 (0.1151), cf=1.000, gamma=1.287, delta=0.026, M=-4.309e+000
18 39 -> 56 fr=16 (0.1151), cf=1.000, gamma=1.287, delta=0.026, M=-4.309e+000
17 39 -> ~55 fr=80 (0.5755), cf=0.833, gamma=1.073, delta=0.039, M=-4.087e+000
17 39 -> 56 fr=80 (0.5755), cf=0.833, gamma=1.073, delta=0.039, M=-4.087e+000
1 9 21 39 -> ~55 fr=32 (0.2302), cf=0.914, gamma=1.177, delta=0.035, M=-4.078e+000
1 9 21 39 -> 56 fr=32 (0.2302), cf=0.914, gamma=1.177, delta=0.035, M=-4.078e+000
52 -> ~55 fr=56 (0.4029), cf=0.862, gamma=1.109, delta=0.040, M=-3.927e+000
52 -> 56 fr=56 (0.4029), cf=0.862, gamma=1.109, delta=0.040, M=-3.927e+000
